467.309	0.519732	452.779	285.671
467.365	111.976	473.813	0.52016
486.197	0.500293	482.457	58.3243
552.096	0.404074	540.564	119.369
559.067	203.38	582.713	0.431345
610.992	118.381	629.64	0.469195
633.845	0.357102	616.662	114.531
653.468	0.486615	630.358	152.025
631.882	204.376	663.156	0.0557308
681.113	5.70216	674.536	47.2958
366.041	6.86695	366.743	43.1276
320.466	10.6433	338.155	8.35652
583.87	100.721	595.642	9.21642
459.34	43.2332	462.25	10.5471
523.737	71.9324	529.515	10.4033
591.431	10.5698	580.232	100.731
598.244	15.6403	596.124	32.1003
604.873	60.5142	611.526	15.3892
616.602	36.8485	618.189	20.5098
209.717	23.099	210.952	39.3501
596.204	32.8599	592.363	60.6924
625.022	116.118	636.847	40.6206
688.674	58.5039	692.363	40.991
436.883	42.9945	456.881	44.2821
455.498	119.439	459.727	45.5736
366.242	48.1251	366.233	135.625
674.794	47.7464	668.97	79.7562
610.275	51.827	601.496	115.745
217.726	63.1588	220.479	95.6374
482.119	66.8111	470.915	243.223
607.796	94.3228	612.141	66.9171
509.48	224.384	522.319	75.4478
669.47	78.9581	651.561	182.254
725.625	89.3435	708.118	89.446
216.902	94.3732	218.511	118.099
221.201	101.82	224.751	139.339
533.744	101.923	532.194	121.9
457.871	286.861	467.213	113.076
578.213	117.982	568.32	198.303
453.151	148.021	455.563	119.582
573.678	201.803	582.243	119.413
585.215	126.257	613.689	120.002
716.478	188.289	729.413	120.872
539.77	124.284	536.669	153.37
220.281	133.158	225.257	185.66
430.637	152.04	448.05	150.813
397.567	160.11	432.486	152.638
630.302	152.865	627.718	168.471
537.047	154.146	530.873	217.022
380.909	162.606	397.881	160.173
238.069	185.315	351.966	164.882
284.142	181.84	381.614	164.184
343.082	169.109	324.419	172.147
628.136	168.951	622.264	203.404
223.203	186.867	221.613	171.903
256.756	187.607	280.677	182.099
399.385	186.253	351.873	185.99
654.377	183.106	714.512	189.289
266.789	182.64	229.355	189.264
350.775	186.889	334.312	188.849
192.927	198.314	241.615	189.233
0.518108	228.788	208.193	191
389.519	201.44	413.621	197.182
333.06	198.681	365.697	202.516
168.317	202.999	192.017	198.955
284.311	201.458	242.885	207.806
366.859	201.918	389.372	201.625
161.84	201.674	130.67	207.134
180.819	208.743	198.183	203.309
131.819	209.024	154.536	205.381
189.279	203.97	171.864	208.077
247.785	210.685	289.275	204.904
723.181	216.454	636.793	204.997
532.369	218.829	561.259	206.662
63.0969	211.728	79.234	208.638
114.248	212.189	131.766	209.817
169.43	209.803	154.357	211.733
156.88	218.155	200.59	210.427
210.144	221.49	248.382	210.249
326.108	211.1	340.373	217.442
415.813	212.835	384.304	219.014
48.1531	224.524	113.206	212.305
135.377	217.078	153.069	212.889
320.834	217.372	361.769	227.407
376.394	227.029	423.779	217.695
124.291	213.763	94.3433	217.896
83.1537	215.78	54.4622	221.096
159.347	215.45	115.519	222.465
187.98	215.061	150.7	224.667
383.132	219.136	340.634	217.827
93.0081	220.342	129.333	217.572
214.141	217.451	199.205	222.637
130.553	222.442	155.406	219.806
191.906	219.553	175.712	222.376
0.432031	223.517	15.5128	220.126
64.5868	228.876	92.0194	221.137
111.892	220.73	89.3665	224.322
109.457	226.168	129.382	223.172
150.629	225.502	129.36	224.893
416.21	225.548	398.657	253.014
204.2	225.642	206.271	246.934
44.374	228.185	64.3896	228.532
124.348	227.321	139.368	228.244
329.707	254.34	326.895	227.989
472.487	244.099	511.256	227.895
0.189889	234.134	17.6468	231.363
56.8748	230.624	33.0313	235.129
81.8931	236.981	114.509	231.412
400.859	230.983	386.333	240.46
565.218	231.068	485.847	271.066
120.468	233.376	81.8828	239.425
16.9728	243.568	53.3805	235.533
80.6092	239.322	58.2311	245.982
149.461	240.467	133.116	241.757
413.838	255.674	414.217	240.59
394.594	242.333	380.49	249.093
26.9175	245.264	8.15061	246.161
148.275	249.907	165.796	244.982
35.6335	249.692	18.1462	250.163
111.809	253.953	141.85	249.216
204.278	249.477	206.843	283.222
156.713	259.822	190.354	253.032
211.322	294.412	208.58	253.178
412.31	288.136	413.168	255.593
391.447	258.179	369.914	265.882
170.715	264.691	188.221	259.713
199.688	261.849	203.12	303.125
205.082	303.167	201.852	261.877
369.366	267.045	339.318	265.461
76.8827	263.721	58.1197	263.963
334.092	263.105	334.274	283.137
30.6224	264.367	15.5601	269.172
95.6177	274.352	118.196	267.096
485.46	271.547	459.976	284.33
130.672	272.016	111.936	278.308
230.641	298.274	295.005	276.214
24.4854	288.319	41.993	278.332
286.405	290.106	300.179	277.632
310.699	279.627	295.54	284.087
5.65083	288.184	21.5661	281.174
42.7623	282.336	26.9761	289.595
30.4667	291.53	50.7768	282.206
334.558	283.219	335.218	299.493
280.817	287.505	244.159	298.665
318.657	298.822	307.843	288.419
141.891	288.186	121.977	293.507
48.038	291.298	24.2629	294.882
306.875	295.641	278.09	296.148
412.105	308.567	440.855	293.567
