26.8677	296.824	46.8218	293.999
48.2238	296.283	26.8913	299.484
111.977	305.962	143.389	296.502
277.441	297.08	258.197	304.559
348.299	304.697	318.413	299.09
110.727	298.405	95.8689	303.797
172.685	308.624	191.547	297.565
17.3894	306.978	33.2479	300.948
136.877	301.881	108.341	313.649
72.0195	309.733	88.1637	303.221
257.963	305.216	235.517	314.103
290.595	315.584	306.641	304.049
371.704	309.035	349.291	304.823
92.9607	311.249	111.73	306.321
187.338	307.548	173.329	317.172
407.923	368.185	411.459	306.851
141.844	313.039	125.476	318.963
106.757	313.911	85.6075	319.306
140.155	322.451	170.483	315.043
181.66	325.228	201.846	314.322
268.478	317.754	248.664	325.715
166.373	317.915	99.4794	340.928
185.636	319.4	168.365	327.394
355.087	348.065	384.901	324.083
118.106	331.825	139.536	323.542
250.513	331.574	275.35	322.382
371.207	328.439	347.546	345.315
101.988	332.28	116.872	328.115
210.048	332.359	220.336	344.617
139.338	341.692	165.771	336.349
151.946	348.278	178.316	336.037
377.418	335.693	380.555	368.132
76.8434	340.495	91.8647	336.833
274.929	361.603	222.847	342.638
229.461	342.867	273.354	357.435
154.23	342.647	135.325	348.385
219.55	343.896	269.7	362.236
373.233	343.116	375.662	370.732
319.262	365.557	355.069	348.227
273.228	366.6	219.099	346.363
248.193	346.427	265.669	349.088
92.4781	348.123	72.1361	358.631
204.688	348.125	204.688	379.375
369.52	375.609	366.429	348.175
87.6391	356.783	107.016	349.765
335.871	350.351	314.408	355.757
373.004	370.634	371.518	350.652
53.0677	354.203	16.6985	366.346
124.462	364.547	144.931	354.246
117.813	354.858	103.197	360.802
314.403	358.11	293.164	358.595
281.276	358.722	311.723	368.593
167.073	360.027	142.898	367.38
125.542	360.421	107.898	367.565
159.131	367.283	175.461	362.559
305.545	370.865	284.158	363.78
178.152	364.461	156.996	371.015
200.074	409.377	199.937	368.123
292.829	424.424	283.376	367.874
287.934	368.826	305.493	373.608
12.8183	377.195	35.715	369.648
40.9891	385.182	73.1464	370.672
155.84	371.143	141.897	376.928
34.1447	372.606	13.149	381.929
340.165	374.082	359.303	383.274
179.155	374.986	163.088	380.518
343.082	399.311	377.233	376.154
341.697	394.771	305.016	378.224
383.169	384.486	399.789	377.923
15.8741	384.883	30.4394	377.746
120.769	378.698	100.483	383.81
126.846	385.555	142.902	378.841
89.2974	391.631	120.929	381.583
145.775	381.001	125.506	389.076
247.966	395.34	272.904	381.478
372.329	381.884	372.523	399.382
80.4006	385.003	61.8169	391.714
283.262	384.351	286.354	401.966
125.547	391.652	143.078	385.491
293.224	386.662	328.248	402.858
318.156	386.809	338.41	396.265
144.069	387.457	126.758	395.37
311.986	387.897	333.097	398.182
109.001	392.119	94.5962	397.47
162.145	401.382	189.704	391.546
330.759	401.592	306.998	390.365
40.7781	392.286	19.6615	400.145
67.6458	405.936	92.0557	393.479
275.256	393.182	285.34	458.169
189.684	395.126	163.906	405.735
94.332	398.028	63.1068	411.834
370.659	406.791	348.267	397.774
293.221	432.021	342.426	399.565
346.693	399.831	369.553	408.927
210.718	415.765	225.184	406.208
46.7056	411.413	61.9473	405.822
209.069	405.578	206.391	423.051
335.393	406.12	360.212	417.755
160.935	407.768	145.61	413.081
287.061	406.847	289.704	424.513
359.486	420.39	334.717	408.653
185.785	427.149	199.701	419.04
226.851	438.156	209.201	424.601
167.648	435.897	185.075	427.043
291.327	434.475	299.29	478.14
141.52	449.997	168.284	437.207
302.155	479.327	294.928	436.994
286.721	478.353	227.504	438.442
219.052	439.833	275.47	479.596
225.28	439.882	281.749	478.31
140.721	442.047	110.943	458.694
293.726	464.273	290.125	442.998
278.321	479.097	240.884	452.757
106.706	461.527	90.1201	469.586
88.8331	478.158	102.018	470.884
59.6094	493.546	85.4853	479.124
